fingerprint,card_count,example_card_id,signal_id,direction,variables,expression,qualitative_excerpt
0344ac50c01ab005,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__003,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 0 and (cd_afforestation_ha < cd_total_deforestation_ha),"Cumulative deforestation exceeds cumulative afforestation, indicating a net deficit in forest cover recovery and weak forest protection."
28f06bcf24095056,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__003,sig_03,confirms,cd_total_deforestation_ha,cd_total_deforestation_ha > 50,"More than 50 hectares of cumulative deforestation recorded in the micro-watershed, representing substantial habitat loss for NTFP species."
efabd680b6122576,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__003,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'NTFP' not in organization_domains and 'Forest' not in organization_domains,"No NGO or organisation active in the micro-watershed has a domain focus on Agroforestry, NTFP, or Forest management, indicating absence of institutional support for NTFP recovery."
4237bdc0bae2dd04,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__003,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate reduced abundance or local disappearance of key NTFP species such as Madhuca latifolia (mahua), Terminalia chebula (harra), Emblica offi"
49c8433f17d94f58,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__003,sig_06,amplifies,forest_patch_connectivity,,"Highly fragmented, isolated forest patches surrounded by agriculture increase edge effects and local species loss, amplifying degradation impacts."
1e67aa3b451ad2f5,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__004,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 0 and (cd_afforestation_ha == 0 or (cd_total_deforestation_ha / (cd_afforestation_ha + 1e-9)) > 2.0),"Cumulative deforestation exceeds zero and is more than double the cumulative afforestation, indicating a net negative forest balance with weak recovery."
a6afed09328f3192,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__004,sig_03,confirms,cd_total_deforestation_ha,cd_total_deforestation_ha > 50,"Total deforested area exceeds 50 hectares, representing a substantial absolute loss of NTFP habitat in a micro-watershed context."
022ae935c26f7fb4,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__004,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'NTFP' not in organization_domains and 'Forest' not in organization_domains,"No NGO or organisation active in the micro-watershed has a domain focus on agroforestry, NTFP, or forest management, indicating an absence of institutional support for forest prote"
fa307b51420d73a1,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__004,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate reduced abundance, fruiting failure, or local disappearance of key NTFP species such as Madhuca indica, Terminalia chebula, Buchanania l"
4b566f4c76f1f7b1,5,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__005,sig_01,confirms,lulc_tree_forest_ha,lulc_tree_forest_ha[-1] < lulc_tree_forest_ha[0],"Forest area in the micro-watershed has declined from 2017 to 2024, indicating net loss of NTFP-bearing tree cover over the monitoring period."
548afc1059438a0f,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__005,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 0 and (cd_afforestation_ha / (cd_total_deforestation_ha + 1e-9)) < 0.5,"Cumulative deforestation exceeds afforestation by more than 2:1, indicating that forest recovery is failing to compensate for habitat loss."
8950e74b1065b92b,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__005,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'Watershed management' not in organization_domains,"No NGOs or organisations active in agroforestry or watershed management domains are present in the micro-watershed, indicating weak institutional support for forest protection and "
eaff4fca07edd5a0,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__005,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate declining abundance or local disappearance of key NTFP species such as Tendu, Mahua, Harra, Achar, or Aonla in the micro-watershed. This"
b355106e0e592664,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__006,sig_02,confirms,cd_total_deforestation_ha,cd_total_deforestation_ha > 50,"Cumulative deforested area exceeds 50 ha, indicating substantial habitat loss for NTFP species within the micro-watershed."
d52c82223032b076,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__006,sig_03,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > cd_afforestation_ha and (cd_total_deforestation_ha - cd_afforestation_ha) > 20,"Net forest loss (deforestation minus afforestation) exceeds 20 ha, indicating that restoration efforts are insufficient to compensate for habitat destruction."
3dcc2171e02b0e99,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__006,sig_04,confirms,ntfp_species_presence,,"Field surveys or community reports indicate reduced abundance or local disappearance of key NTFP species such as Madhuca indica (mahua), Terminalia chebula (harra), Emblica officin"
ddfade46b8385cf2,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__006,sig_05,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'NTFP' not in organization_domains and 'Forest' not in organization_domains,"No NGO or organisation active in the micro-watershed has a mandate in agroforestry, NTFP management, or forest governance, indicating an absence of institutional support for NTFP-d"
6c92718fd53af98b,2,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__007,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 50 and (cd_afforestation_ha / (cd_total_deforestation_ha + 1e-9)) < 0.5,"Cumulative deforestation exceeds 50 ha and afforestation covers less than half the deforested area, indicating a net forest deficit with weak recovery."
00c948ebe1ebfd9f,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__007,sig_03,confirms,cd_total_deforestation_ha,cd_total_deforestation_ha > 100,"Total deforested area in the micro-watershed exceeds 100 ha, representing substantial cumulative habitat loss for NTFP species."
e70f2045afdb3046,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__007,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'NTFP' not in organization_domains and 'Forest' not in organization_domains,"No NGO or organisation active in the micro-watershed has a domain focus on agroforestry, NTFP management, or forest governance, indicating an absence of institutional support for f"
a8805edbe0529be5,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__007,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate reduced abundance or local disappearance of key NTFP species such as mahua (Madhuca latifolia), tendu (Diospyros melanoxylon), achar (Bu"
75b2e145d3965d4c,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__008,sig_01,confirms,lulc_tree_forest_ha,lulc_tree_forest_ha[-1] < lulc_tree_forest_ha[0],"Total forest area in the micro-watershed has declined from 2017 to the latest available year, indicating net loss of NTFP-bearing tree cover."
863cae067ef94284,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__008,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 50 and (cd_afforestation_ha / (cd_total_deforestation_ha + 1e-9)) < 0.5,"Cumulative deforestation exceeds 50 ha and afforestation has replaced less than half the lost area, indicating a net forest deficit with weak recovery."
85991d8c6bea7295,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__008,sig_03,confirms,cd_total_deforestation_ha,cd_total_deforestation_ha > 100,"Cumulative deforestation in the micro-watershed exceeds 100 ha, representing a substantial absolute loss of forest habitat."
60508895b80c243e,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__008,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'Watershed management' not in organization_domains and 'Forest rights' not in organization_domains,"No NGO or organisation active in the micro-watershed works in agroforestry, watershed management, or forest rights domains, indicating absence of institutional support for forest p"
041b031c67d0afab,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__008,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate reduced abundance, fruiting failure, or local disappearance of key NTFP species such as mahua (Madhuca indica), tendu (Diospyros melanox"
8482104e4364f785,2,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__008,sig_06,amplifies,community_forest_governance_status,,Absence of active VSS/JFM/CFR governance and forest patrols amplifies degradation risk; recognised CFR rights with enforcement weaken ongoing active degradation.
59c6fc0fbc85b8f8,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__009,sig_01,confirms,lulc_tree_forest_ha,lulc_tree_forest_ha[-1] < lulc_tree_forest_ha[0],"Total forest/tree cover area in the micro-watershed has declined from 2017 to the latest available year, indicating net forest loss over the monitoring period."
ecac2b6c182f19fb,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__009,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",(cd_total_deforestation_ha > 50) and (cd_total_deforestation_ha > cd_afforestation_ha * 2),"Cumulative deforestation exceeds 50 ha and is more than double the cumulative afforestation, indicating a strongly negative forest balance with inadequate compensatory recovery."
1f7a56fb2f809417,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__009,sig_03,amplifies,cd_afforestation_ha,cd_afforestation_ha < 10,"Cumulative afforestation area is below 10 ha, indicating very weak forest protection and recovery investment in the micro-watershed."
dd56bd7454a78400,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__009,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'Forest' not in organization_domains and 'NTFP' not in organization_domains,"No NGO or organisation active in the micro-watershed works in agroforestry, forest management, or NTFP domains, indicating an absence of institutional support for NTFP-dependent co"
c2e580829cfb5bbe,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__009,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate reduced abundance or local disappearance of key NTFP species such as Madhuca indica (mahua), Diospyros melanoxylon (tendu), Terminalia c"
ee87154cad3426e1,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__010,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 0 and (cd_afforestation_ha < cd_total_deforestation_ha),"Cumulative deforestation exceeds cumulative afforestation, indicating a net negative forest balance and weak recovery capacity in the watershed."
f9b07bfd19bd69ae,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__010,sig_03,confirms,lulc_tree_forest_ha,(lulc_tree_forest_ha[-1] - lulc_tree_forest_ha[0]) / (lulc_tree_forest_ha[0] + 1e-9) < -0.10,"Forest area has declined by more than 10% relative to the 2017 baseline, indicating substantial habitat loss for NTFP species."
901aedd75bf48541,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__010,sig_04,amplifies,organization_domains,'Agroforestry' not in organization_domains and 'Forest' not in organization_domains and 'NTFP' not in organization_domains,"No NGOs or organisations with NTFP, agroforestry, or forest management mandates are active in the micro-watershed, indicating absence of institutional support for forest protection"
c86d63103a70ca0b,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__010,sig_05,confirms,ntfp_species_presence,,"Field surveys or community reports indicate declining abundance or local disappearance of key NTFP species such as sal (Shorea robusta), mahua (Madhuca indica), tendu (Diospyros me"
3d6c602f43b64a66,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__011,sig_01,confirms,lulc_tree_forest_ha,lulc_tree_forest_ha[-1] < lulc_tree_forest_ha[0],"Forest cover area (ha) in the micro-watershed is lower in the most recent year than in the earliest year of the 2017–2024 record, indicating net forest loss over the period."
04b11959831ba0c8,1,ntfp_forest_biodiversity__ntfp_decline__forest_degradation__011,sig_02,confirms,"cd_total_deforestation_ha, cd_afforestation_ha",cd_total_deforestation_ha > 0 and (cd_afforestation_ha < cd_total_deforestation_ha),"Cumulative deforestation exceeds cumulative afforestation, indicating a net forest deficit with weak recovery. The larger the gap, the more severe the degradation pressure on NTFP-"
